"Title","AuthorFirst","AuthorMiddle","AuthorLast","Quotation","QuoteYear","QuoteSource","Context","Notes","UsedDate","ID"
,"Friedrich",,"Hayek (von)","If man is not to do more harm than good in his efforts to improve the social order, he will have to learn that in this, as in all other fields where essential complexity of an organized kind prevails, he cannot acquire the full knowledge which would make mastery of the events possible. He will therefore have to use what knowledge he can achieve, not to shape the results as the craftsman shapes his handiwork, but rather to cultivate a growth by providing the appropriate environment, in the manner in which the gardener does this for his plants.",1974,"Nobel prize Stockholm lecture",,,,266
,"Friedrich","A","Hayek (von)","There is all the difference in the world between treating people equally and attempting to make them equal.",,"http://www.quoteland.com/author.asp?AUTHOR_ID=1956",,,,267
,"Michael",,"Novak","capitalism is good because, of all the economic systems devised by man, it is the one that lifts the greatest numbers out of poverty.",,"Peggy Noonan, ""Lessons From the Recovery of 2001"", WSJ Online, 4-10-2009, http://online.wsj.com/article/SB123931350977306375.html",,"Don't know if this is an exact quote or a paraphrase provided by Noonan.  She states it comes from Novak's book ""The Spirit of Democratic Capitalism.""
http://online.wsj.com/article/SB123931350977306375.html",,268
,"Bertrand",,"Russell","The whole problem with the world is that the fools and fanatics are always so certain of themselves, but the wiser people full of doubts.",,,,,,269
,"Tim",,"Kissiar","Our greatest fear as individuals and as a church should not be of failure but of succeeding at things in life that don't really matter.",,"Crazy Love, by Francis Chan, pg 93",,,12/15/2015 0:00:00,270
,"Benjamin",,"Franklin","Human felicity is produc'd not so much by great pieces of good fortune that seldom happen, as by little advantages that occur every day.",,,,"Felicity means: Happiness.  A state of well-being characterized by emotions ranging from contentment to intense joy.",,271
,"Judy",,"Garland","Be a first rate version of yourself, not a second rate version of someone else.",,,,,1/19/2016 0:00:00,272
,"Thomas",,"Jefferson","when injustice becomes law, resistance becomes duty",,,,,,273
,"Christopher",,"Lasch","Nothing succeeds like the appearance of success.",,,,,,274
,"Winston",,"Churchill","I contend that for a nation to try to tax itself into prosperity is like a man standing in a bucket and trying to lift himself up by the handle.",,"email (need to verify)",,,,275
"Sir","Winston",,"Churchill","Success is not final, failure is not fatal: it is the courage to continue that counts.",,"Bloomberg's quote of the day 8-25-2010",,,,276
,"Jim",,"Rohn","If you really want to do something, you'll find a way. If you don't, you'll find an excuse.",,"Bloomberg's daily quote on 9-20-2010",,,9/18/2014 0:00:00,277
,"Thomas",,"Sowell","It takes a high IQ to evade the obvious.",2010,"The Multicultural Cult, column by Sowell viewed at http://townhall.com/columnists/ThomasSowell/2010/10/19/the_multicultural_cult/page/full/ on 10-20-2010","Column on multiculturalism.  Preceeding this quote was ""In Germany, as in other countries in Europe, welcoming millions of foreign workers who insist on remaining foreign has created problems so obvious that only the intelligentsia could fail to see them.""","The Multicultural Cult, column by Sowell viewed at http://townhall.com/columnists/ThomasSowell/2010/10/19/the_multicultural_cult/page/full/ on 10-20-2010",8/30/2021 0:00:00,278
,"Ethel",,"Barrymore","The best time to make friends is before you need them",,"Bloomberg daily quote on 10-26-2010",,,9/13/2021 0:00:00,279
,"Jean",,"Monnet","People only accept change when they are faced with necessity, and only recognize necessity when a crisis is upon them.",,,,,,280
,"Chinese",,"Proverb","The know the road ahead, ask those coming back.",,,,,9/27/2021 0:00:00,281
,"John","W","Gardner","The society which scorns excellence in plumbing because plumbing is a humble activity and tolerates shoddiness in philosophy because it is an exalted activity will have neither good plumbing nor good philosophy. Neither its pipes nor its theories will hold water.",,,,,,283
,"Henry","Wheeler","Shaw","It ain't so much the things we don't know that get us into trouble. It's the things we know that just ain't so.",,,"Used as family QoD on 2-1-2016","Henry Wheeler Shaw is aka Josh Billings.  This quote has been mis-attributed to many people.",,284
,"David",,"Dunham","Efficiency is intelligent laziness.",,,,,,285
,"Douglas",,"MacArthur","There is no security on this earth; there is only opportunity.",,"Bloomberg quote of the day on 8-11-2011",,,10/5/2021 0:00:00,286
,"Napoleon",,"Bonaparte","History is a set of lies agreed upon",,"Bloomberg qoute of the day 9-1-2011",,,,287
,"John","Kenneth","Galbraith","Regulatory bodies, like the people who guide them, have a marked life cycle,  ...In their youth, they are vigorous, aggressive, evangelistic and even intolerant. Later, they mellow, and in old age -- in a matter of 10 or 15 years -- they become, with some exceptions either an arm of the industry they are regulating or senile.",,"Weidner, David, Thanking Madoff, WSJ, 9-21-2011","Quote from the 1950s",,,289
,"Nin",,"Anais","Life shrinks or expands in proportion to one's courage.",,"Bloomberg quote of the day, 10-3-2011",,,2/8/2016 0:00:00,290
,"John","Maynard","Keynes","By a continuing process of inflation, government can confiscate, secretly and unobserved, an important part of the wealth of their citizens.",,"Economic Consequences of Peace",,,,291
,"John","Maynard","Keynes","Words ought to be a little wild for they are the assault of thoughts on the unthinking.",,"Bloomberg quote of the day, 10-27-2011",,,,292
,"Frédéric",,"Bastiat","The real cost of the state is the prosperity we do not see, the jobs that don't exist, the technologies to which we do not have access, the businesses that do not come into existence, and the bright future that is stolen from us. The state has looted us just as surely as a robber who enters our home at night and steals all that we love.",,"John Mauldin's Weekly e-letter, 10-29-2011",,"Need to verify",,293
,"Benjamin",,"Franklin","I am for doing good to the poor, but I differ in opinion of the means. I think the best way of doing good to the poor, is not making them easy in poverty, but leading or driving them out of it.",,,,,,294
,"Milton",,"Friedman","The most important single central fact about a free market is that no exchange takes place unless both parties benefit.",,,,,,295
,"Milton",,"Friedman","When everybody owns something, nobody owns it, and nobody has a direct interest in maintaining or improving its condition. That is why buildings in the Soviet Union -- like public housing in the United States -- look decrepit within a year or two of their construction…",,,,,10/25/2021 0:00:00,296
,"Milton",,"Friedman","When the United States was formed in 1776, it took 19 people on the farm to produce enough food for 20 people. So most of the people had to spend their time and efforts on growing food. Today, it's down to 1% or 2% to produce that food. Now just consider the vast amount of supposed unemployment that was produced by that. But there wasn't really any unemployment produced. What happened was that people who had formerly been tied up working in agriculture were freed by technological developments and improvements to do something else. That enabled us to have a better standard of living and a more extensive range of products.",,,,,,297
,"Milton",,"Friedman","Nobody spends somebody else's money as carefully as he spends his own. Nobody uses somebody else's resources as carefully as he uses his own. So if you want efficiency and effectiveness, if you want knowledge to be properly utilized, you have to do it through the means of private property.",,,,,,298
,"Milton",,"Friedman","The great danger to the consumer is the monopoly -- whether private or governmental. His most effective protection is free competition at home and free trade throughout the world. The consumer is protected from being exploited by one seller by the existence of another seller from whom he can buy and who is eager to sell to him. Alternative sources of supply protect the consumer far more effectively than all the Ralph Naders of the world.",,,,,,299
,"Milton",,"Friedman","The supporters of tariffs treat it as self-evident that the creation of jobs is a desirable end, in and of itself, regardless of what the persons employed do. That is clearly wrong. If all we want are jobs, we can create any number -- for example, have people dig holes and then fill them up again, or perform other useless tasks. Work is sometimes its own reward. Mostly, however, it is the price we pay to get the things we want. Our real objective is not just jobs but productive jobs -- jobs that will mean more goods and services to consume.",,,,,,300
,,,"Virgil","Fortune favors the bold.",,,,,,301
,,,"Tertullian","Our teeming population is the strongest evidence our numbers are burdensome to the world, which can hardly support us from its natural elements. Our wants grow more and more keen and our complaints more bitter in all mouths, while nature fails in affording us our usual sustenance. In every deed, pestilence and famine and wars have to be regarded as a remedy for nations as the means of pruning the luxuriance of the human race.",210,"Treatise of the Soul",,"from 210 A.D. when the world population was about 250 million",,302
,"Clive","S.","Lewis","Christianity, if false, is of no importance, and if true, of infinite importance. The only thing it cannot be is moderately important.",,,,,11/22/2021 0:00:00,303
,"Friedrich",,"Hayek (von)","Profit is a signal that tells what we must do to serve people whom we do not know.",,,,,,304
,"P.","J.","O'Rourke","Everybody wants to save the earth; nobody wants to help Mom do the dishes.",,"Bloomberg quote of the day 3-13-2012","Used as family QoD on 3-7-2016",,,305
,"Paul",,"Jacobs","""Public Servant"" is just a euphemism for ""selfish overlord.""",,,,,,307
,,,"Unknown","Don’t spread my wealth, spread my work ethic!!!",2010,"from a bumper sticker",,,,308
,"Will & Ariel",,"Durant","freedom and equality are sworn and everlasting enemies, and when one prevails the other dies ...  to check the growth of inequality, liberty must be sacrificed.",1968,"The Lessons of History",,"I'd like to think this isn't true but maybe it is.",,309
,"Mark","C","Southern","Insisting that the world conform to your will is a sure path to frustration and loneliness",2012,,,"I was thinking about Tucker",,310
,"Thomas",,"Jones","Friends may come and go, but enemies accumulate.",,"Bloomberg quote of the day 5-14-2012",,,,311
,"Jamie",,"Dimon","The big lesson I learned: Don't get complacent despite a successful track record, No one or no unit can get a free pass.",2012,"""Inside J.P. Morgan's Blunder"", by Monica Langley, WSJ, 5-18-2012, page A1, viewed on 5-18 at http://online.wsj.com/article/SB10001424052702303448404577410341236847980.html?mod=djemalertNEWS","JPMorgan's $2+ billion loss related to complex derivatives trades.  The ""Chief Investment Office,"" the source of the loss, had ""contributed more than $4 billion of net income over the past three years -- nearly 10% of J.P. Morgan's overall profit during that period.","Get Dimon's real name",,312
,"Grant",,"Frazier","Life is full of obstacle illusions.",,"Bloomberg quote of the day 5-21-2012",,,,313
,"Woodrow",,"Wilson","I not only use all the brains that I have, but all that I can borrow.",,"Bloomberg quote of the day 5-24-2012",,,,314
,"Jay",,"Leno","You cannot be mad at somebody who makes you laugh - it's as simple as that.",,"Bloomberg quote of the day 5-31-2012",,,,315
,"William",,"Occam","No more things should be presumed to exist than are absolutely necessary.",,"Bloomberg quote of the day 6-11-2012",,,,316
,"J","Paul","Getty","If you owe the bank $100 that's your problem. If you owe the bank $100 million, that's the bank's problem.",,,,,,317
,"Clive","S.","Lewis","God cannot give us a happiness and peace apart from Himself, because it is not there. There is no such thing.",,,,,,318
,,,"Unknown","Blaming others for one's own failures prolongs failure",,,,"In calling Mr. Romney's remarks ""racist"" and blaming Palestinian economic difficulties on Israel's ""occupation,"" Mr. Erekat illustrated one of David Landes's major points [in ""The Wealth and Poverty of Nations""]: Blaming others for one's own failures prolongs failure.
- From ""Romney Is Right on Culture and the Wealth of Nations"", August 6, 2012, on page A13 in the U.S. edition of The Wall Street Journal",,319
,"Denzel",,"Washington","I say luck is when an opportunity comes along, and you're prepared for it.",,"Bloomberg quote of the day 8-7-2012",,,,320
,"Niccolò",,"Machiavelli","Men worry less about doing an injury to one who makes himself loved than to one who makes himself feared.",1513,"The Prince",,"From correspondence a version appears to have been distributed in 1513, using a Latin title, De Principatibus (About Principalities). But the printed version was not published until 1532, five years after Machiavelli's death.",,322
,"Andre",,"Gide","It is better to be hated for what you are than to be loved for what you are not.",,"Bloomberg QOD 8-28-2012",,,4/18/2016 0:00:00,323
,"Arthur",,"Schopenhauer","Talent hits a target no one else can hit; Genius hits a target no one else can see.",,"Bloomberg QOD 8-29-2012",,,,324
,"Thomas","H","Huxley","The great tragedy of Science - the slaying of a beautiful hypothesis by an ugly fact.",,"Bloomberg QOD 8-30-2012",,,,325
,"Donald",,"Rumsfeld","Today, it should be clear that not only is weakness provocative, but the perception of weakness on our part can be provocative as well.",2006,"Farewell speech at the Pentagon on 12-15-2006",,"Viewed on 9-13-2012 at http://www.nytimes.com/2006/12/16/washington/16prexy.html .  I saw a paraphrase that I like better (Weakess is provocative) in a WSJ editorial on 9-13-2012 (""The New World Disorder"", http://online.wsj.com/article/SB10000872396390443884104577647282429229736.html?mod=WSJ_Opinion_LEADTop )",,326
,"Jules",,"Renard","Laziness is nothing more than the habit of resting before you get tired.",,"Bloomberg QOD 9-14-2012",,,,327
,"Thomas",,"Jefferson","In matters of style, swim with the current. In matters of principle, stand like a rock.",,,,,5/23/2016 0:00:00,328
,,,"Clemenceau","All I know I learned after I was thirty.",,"Bloomberg QOD 9-24-2012",,,,329
,"John","Maynard","Keynes","By ‘uncertain’ knowledge, let me explain, I do not mean merely to distinguish what is known for certain from what is only probable. The game of roulette is not subject, in this sense, to uncertainty; nor is the prospect of a Victory bond being drawn. Or, again, the expectation of life is only slightly uncertain. Even the weather is only moderately uncertain. The sense in which I am using the term is that in which the prospect of a European war is uncertain, or the price of copper and the rate of interest twenty years hence, or the obsolescence of a new invention, or the position of private wealth owners in the social system in 1970. About these matters there is no scientific basis on which to form any calculable probability whatever.",1937,"The General Theory of Employment",,,,330
,"Donald",,"Rumsfeld","There are known knowns; there are things we know that we know. There are known unknowns; that is to say there are things that, we now know we don't know. But there are also unknown unknowns -- there are things we do not know we don't know.",,,,,,331
,"Ibn",,"Yami","There are four types of men:
1. One who knows and knows that he knows... His horse of wisdom will reach the skies.
2. One who knows, but doesn't know that he knows... He is fast asleep, so you should wake him up!
3. One who doesn't know, but knows that he doesn't know... His limping mule will eventually get him home.
4. One who doesn't know and doesn't know that he doesn't know... He will be eternally lost in his hopeless oblivion!",,,,"Yami was a 13th-century Persian-Tajik poet",,332
,"Samuel",,"Johnson","Man needs less to be instructed than reminded.
OR, sometimes also quoted as:
People need to be reminded more often than they need to be instructed.",,"1st version: Peggy Noonan's 10-1-2012 Blog ""The Big Mix"", 2nd version source: http://www.quotationspage.com/quotes/Samuel_Johnson",,,,333
,"Peggy",,"Noonan","Sometimes things you’ve long known break through again in a fresh and powerful way, and what you know becomes new again.",,"http://blogs.wsj.com/peggynoonan/, 10-1-2012 Blog ""The Big Mix""",,,,334
,"Edward","R","Murrow","Difficulty is the excuse history never accepts.",,"Bloomberg QOD 10-9-2012",,,,335
,"Margaret","Lee","Runbeck","Happiness is not a state to arrive at -- but a manner of traveling.",,"Bloomberg QOD 10-12-2012",,,5/31/2016 0:00:00,336
,"Antoine",,"Saint-Exupery","A goal without a plan is just a wish.",,"http://www.quotationspage.com/quote/34212.html",,"French writer (1900 - 1944). Used as family QoD on 6-13-2016",,337
,"Lawrence",,"Summers","If there is no consensus on the causes or solutions to serious problems, it is unreasonable to ask a political system to implement forceful actions in a sustained way.",2012,"""The world is stuck in a vicious cycle"", The Financial Times, October 14, 2012",,"http://www.ft.com/intl/cms/s/2/b02fd44e-13ba-11e2-9ac6-00144feabdc0.html#axzz29THB471U",1/22/2019 0:00:00,338
,"Havelock",,"Ellis","Imagination is a poor substitute for experience.",,"Bloomberg quote of the day 10-16-2012",,,6/21/2016 0:00:00,339
,,,"Voltaire","Work saves us from three great evils: boredom, vice and need.",,"Bloomberg quote of the day on 11-15-2012",,,,340
,"Margaret",,"Thatcher","...Socialist governments traditionally do make a financial mess. They always run out of other people's money. It's quite a characteristic of them.",1976,"http://en.wikiquote.org/wiki/Talk:Margaret_Thatcher, viewed on 11-19-2012",,"From a TV interview for Thames TV This Week on Feb. 5, 1976",,341
,"Immanuel",,"Kant","Out of the crooked timber of humanity no straight thing was ever made. (Aus so krummem Holze, als woraus der Mensch gemacht ist, kann nichts ganz Gerades gezimmert werden.)",,"Idea for a Universal History with a Cosmopolitan Purpose",,,,342
,"Malcolm",,"X","If you don't stand for something you will fall for anything.",,"Bloomberg QOD 1-8-2013",,,,343
,"William",,"Shakespeare","If you can look into the seeds of time, And say which grain will grow, and which will not, Speak.",,"Macbeth, Banquo, Act I, scene iii",,"Since we can't know which particular seeds will grow we need to plant many of them. Applies to many situations: relationships, investing, sales.",6/27/2016 0:00:00,344
,"George",,"Eliot","It is never too late to be what you might have been.",,"Blooberg QoD 1-17-2013",,,7/18/2016 0:00:00,345
,"Albert",,"Einstein","If you can't explain it to a six year old, you don't understand it yourself.",,"Bloomberg QoD 1-18-2012",,"This sounds like one of those quotes that may not really be said by the attributed person.",,346
,"Mark",,"Twain","If you don't read the newspaper you are uninformed, if you do read the newspaper you are misinformed.",,,,"I wonder if it is really a Mark Twain quote",3/4/2019 0:00:00,347
,"George","Bernard","Shaw","A government which robs Peter to pay Paul can always depend on the support of Paul.",,,,,,348
,"G","Gordon","Liddy","A liberal is someone who feels a great debt to his fellow man, which debt he proposes to pay off with your money.",,,,,,349
,"James",,"Bovard","Democracy must be something more than two wolves and a sheep voting on what to have for dinner.",1994,,"Bovard is a civil libertarian",,,350
,"P","J","O'Rourke","Giving money and power to government is like giving whiskey and car keys to teenage boys.",,,,,,351
,,,"Voltaire","In general, the art of government consists of taking as much money as possible from one party of the citizens to give to the other.",1764,,,,,352
,,,"Pericles","Just because you do not take an interest in politics doesn't mean politics won't take an interest in you",,,"400 B.C.",,,353
,"Herbert",,"Spencer","The ultimate result of shielding men from the effects of folly is to fill the world with fools.",,,,"English philosopher",,355
,"Thomas",,"Jefferson","A government big enough to give you everything you want, is strong enough to take everything you have.",,,,,,356
,"Ayn",,"Rand","The question isn't who is going to let me; it's who is going to stop me.",,"Bloomberg QoD 1-24-2013",,,,357
,"Ella","Wheeler","Wilcox","One ship drives east, and another west 
With the self-same winds that blow;  
'Tis the set of the sails  
And not the gales  
That decides the way to go.

Like the winds of the sea are the ways of fate,  
As they voyage along through life;  
'Tis the will of the soul  
That decides its goal,  
And not the calm or the strife.",,,,,7/25/2016 0:00:00,358
,"Michael",,"Jordan","I've failed over and over and over again in my life and that is why I succeed.",,"Bloomberg qod 1-28-2013",,,8/1/2016 0:00:00,359
,"Pablo",,"Picasso","Action is the foundational key to all success.",,"Bloomberg QoD 2-1-2013",,,8/15/2016 0:00:00,360
,"Jim",,"Rohn","Formal education will make you a living; self-education will make you a fortune.",,"Bloomberg QoD 2-4-2013",,,,361
,"Malcolm",,"Forbes","Failure is success if we learn from it.",,"Bloomberg QoD 2-5-2013",,,,362
,"John",,"Maxwell","The pessimist complains about the wind. The optimist expects it to change. The leader adjusts the sails.",,,,,8/23/2016 0:00:00,363
,"Steven",,"Furtick","Today's excuses are tomorrow's regrets in disguise.",2013,"""Can't Call It"" sermon on 3-2-2013","Sermon was on Jonah.",,8/29/2016 0:00:00,364
,"John",,"Adams","There are two ways to conquer and enslave a nation. One is by the sword. The other is by debt.",,,,,,365
,"John",,"Adams","All the perplexities, confusion and distress in America arise, not from defects in their Constitution or Confederation, not from want of honor or virtue, so much as from the downright ignorance of the nature of coin, credit and circulation.",,,,,,366
,"Margaret",,"Thatcher","Privatization shrinks the power of the state and free enterprise enlarges the power of the people.",2006,"http://reason.com/archives/2013/04/08/margaret-thatcher-how-i-privatised-brita",,,,367
,"Margaret",,"Thatcher","I think we have gone through a period when too many children and people have been given to understand 'I have a problem, it is the Government’s job to cope with it!' or 'I have a problem, I will go and get a grant to cope with it!' 'I am homeless, the Government must house me!' and so they are casting their problems on society and who is society? There is no such thing! There are individual men and women and there are families and no government can do anything except through people and people look to themselves first... There is no such thing as society. There is living tapestry of men and women and people and the beauty of that tapestry and the quality of our lives will depend upon how much each of us is prepared to take responsibility for ourselves and each of us prepared to turn round and help by our own efforts those who are unfortunate.",,,,"From http://townhall.com/columnists/johnhawkins/2013/04/09/in-tribute-to-the-iron-lady-the-25-greatest-quotes-from-margaret-thatcher-n1561588/page/2",,368
,"Margaret",,"Thatcher","The defence budget is one of the very few elements of public expenditure that can truly be described as essential. This point was well-made by a robust Labour Defence Minister, Denis (Now Lord) Healey, many years ago: ‘Once we have cut expenditure to the extent where our security is imperiled, we have no houses, we have no hospitals, we have no schools. We have a heap of cinders.’",,,,"From: http://townhall.com/columnists/johnhawkins/2013/04/09/in-tribute-to-the-iron-lady-the-25-greatest-quotes-from-margaret-thatcher-n1561588/page/2",,369
,"Margaret",,"Thatcher","To be free is better than to be unfree -- always. Any politician who suggests the opposite should be treated as suspect.",,,,"From: http://townhall.com/columnists/johnhawkins/2013/04/09/in-tribute-to-the-iron-lady-the-25-greatest-quotes-from-margaret-thatcher-n1561588/page/2",,370
,"Margaret",,"Thatcher","Conservatives have excellent credentials to speak about human rights. By our efforts, and with precious little help from self-styled liberals, we were largely responsible for securing liberty for a substantial share of the world’s population and defending it for most of the rest.",,,,"From: http://townhall.com/columnists/johnhawkins/2013/04/09/in-tribute-to-the-iron-lady-the-25-greatest-quotes-from-margaret-thatcher-n1561588/page/2",2/19/2019 0:00:00,371
,"Margaret",,"Thatcher","Look at a day when you are supremely satisfied at the end. It's not a day when you lounge around doing nothing; it's when you've had everything to do, and you've done it.",,,,"From: http://townhall.com/columnists/johnhawkins/2013/04/09/in-tribute-to-the-iron-lady-the-25-greatest-quotes-from-margaret-thatcher-n1561588/page/2",9/19/2016 0:00:00,372
,"David",,"Gergen","The 20th century taught us that progress is not inevitable. Each generation has to struggle and sacrifice to secure a better future for its children. When it fails, the world slips backward.",,,,,,373
,"Abigail",,"Van Buren","If you want a place in the sun, you've got to put up with a few blisters.",,"Bloomberg QoD 4-26-2013",,,,374
,"John",,"Wooden","Failure is not fatal, but failure to change might be.",,"Bloomberg QoD 5-14-2013",,,1/10/2022 0:00:00,375
,"H","2","Mencken","For every complex problem there is an answer that is clear, simple and wrong.",,,,,9/26/2016 0:00:00,376
,"Robert",,"Orben","To err is human - and to blame it on a computer is even more so.",,,,,,377
,"Saadi",,"Shirazi","Have patience. All things are difficult before they become easy.",,"Bloomberg QoD 7-8-2013",,"Abu-Muhammad Muslih al-Din bin Abdallah Shirazi is a famous Persian poet from the 1200s.",10/3/2016 0:00:00,378
,"John","Pierpont","Morgan","Gold is money. Everything else is credit.",,,,,,379
,"Ben",,"Hunt","Pride may goeth before a fall, but so does leverage, bad timing, and poorly examined assumptions.",2013,"How Gold Lost Its Luster, How the All-Weather Fund Got Wet, and Other Just-So Stories, 6-30-2013",,"Source: http://epsilontheory.com/how-gold-lost-its-luster-how-the-all-weather-fund-got-wet-and-other-just-so-stories/",2/5/2018 0:00:00,380
,"John",,"Ruskin","Endurance is nobler than strength, and patience than beauty.",,"Bloomberg QoD 7-12-2013",,,,382
,"Golda",,"Meir","I must govern the clock, not be governed by it.",,"Bloomberg QoD 7-16-2013",,,,383
,"Arthur","C","Clarke","Any sufficiently advanced technology is indistinguishable from magic.",,,,"Arthur C. Clarke, ""Profiles of The Future"", 1961 (Clarke's third law)
English physicist & science fiction author (1917 - )",2/4/2019 0:00:00,384
"Rabbi","Shlomo",,"Riskin","When you're one step ahead of the crowd you're a genius. When you're two steps ahead, you're a crackpot.",1998,"Arizona Jewish Post, 9-18-1998, B10",,"At the Lincoln Square Synagogue",,385
,"George",,"Eliot","Wear a smile and have friends; wear a scowl and have wrinkles.",,,,,10/10/2016 0:00:00,386
,"Frank",,"Sinatra","The best revenge is massive success.",,"Bloomberg QoD 8-19-2013",,,,387
,"Blaise",,"Pascal","People almost invariably arrive at their beliefs not on the basis of proof but on the basis of what they find attractive.",,,,,,388
,"Theodore",,"Roosevelt","Do what you can, with what you have, where you are.",,"Bloomberg QoD",,,10/24/2016 0:00:00,389
,"Scott",,"Adams","Good ideas have no value because the world already has too many of them. The market rewards execution, not ideas.",2013,"""Fail Your Way to Success,"" 11-11-2013, page C1 in the U.S. edition of The Wall Street Journal",,,1/24/2022 0:00:00,390
,"William",,"Shakespeare","Better three hours too soon than a minute too late.",,"Bloomberg QoD 10-23-2013",,,2/7/2022 0:00:00,391
,"Clive","S","Lewis","You don't have a Soul. You are a Soul. You have a body.",,,,,10/31/2016 0:00:00,392
,"Charles",,"Kindleberger","There is nothing so disturbing to one’s well-being and judgment as to see a friend get rich.",,,,"From Manias, Panics & Crashes??",,393
,"Ferdinand",,"Foch","The most powerful weapon on earth is the human soul on fire.",,"Bloomberg QoD 11/26/2013",,,,394
,"Robert",,"Frost","Don’t ever take a fence down until you know why it was put up.",,,,,,396
,"Henry",,"Ford","You can't build a reputation on what you are GOING to do.",,,,,11/8/2017 0:00:00,397
,"Scott",,"Adams","The best financial advice I ever got was ""Price yourself high and see what happens."" Humans aren't good at knowing their market value. When I started doing paid speaking engagements I had no idea how to price myself. A mentor told me to quote an absurdly high price. The client accepted it without hesitation and offered to pay my travel expenses as well. I no longer underprice myself.",2013,"The Best Financial Advice I Ever Got (or Gave), WSJ.com",,"Full Source: The Best Financial Advice I Ever Got (or Gave), WSJ.com, By Liz Moyer, Jason Zweig, Liam Pleven, Leslie Scism, Kirsten Grind, and David Benoit , 12-27-2013, viewed on 12-30-2013 at http://online.wsj.com/news/articles/SB10001424052702304244904579276963442898436",8/6/2018 0:00:00,398
,"Krawcheck",,"Sallie","The best financial advice I ever received was not to buy a financial product that you didn't understand and not to buy it from a person who couldn't explain it so that you could understand it.",2013,"The Best Financial Advice I Ever Got (or Gave), WSJ.com",,"Full Source: The Best Financial Advice I Ever Got (or Gave), WSJ.com, By Liz Moyer, Jason Zweig, Liam Pleven, Leslie Scism, Kirsten Grind, and David Benoit , 12-27-2013, viewed on 12-30-2013 at http://online.wsj.com/news/articles/SB10001424052702304244904579276963442898436",,399
,"Mark",,"Cuban","Pay off your debt first. Freedom from debt is worth more than any amount you can earn.",2013,"The Best Financial Advice I Ever Got (or Gave), WSJ.com",,"Full Source: The Best Financial Advice I Ever Got (or Gave), WSJ.com, By Liz Moyer, Jason Zweig, Liam Pleven, Leslie Scism, Kirsten Grind, and David Benoit , 12-27-2013, viewed on 12-30-2013 at http://online.wsj.com/news/articles/SB10001424052702304244904579276963442898436",,400
,"Larry",,"Swedroe","I was taught that the strategy to get rich-take concentrated risk, typically with your labor capital/business-is entirely different than the strategy to stay rich, which is to minimize the risks we take, diversify the ones we take as much as possible, keep costs low, tax efficiency high, and don't spend too much.",2013,"The Best Financial Advice I Ever Got (or Gave), WSJ.com","Larry Swedroe, director of research, Buckingham Asset Management, an investment-advisory firm","Full Source: The Best Financial Advice I Ever Got (or Gave), WSJ.com, By Liz Moyer, Jason Zweig, Liam Pleven, Leslie Scism, Kirsten Grind, and David Benoit , 12-27-2013, viewed on 12-30-2013 at http://online.wsj.com/news/articles/SB10001424052702304244904579276963442898436",,401
,"Benjamin",,"Franklin","Energy and persistence conquer all things.",,"Bloomberg QoD 12-31-2013",,,11/14/2016 0:00:00,402
,"Frédéric",,"Bastiat","Government is the great fiction, through which everybody endeavours to live at the expense of everybody else.",1848,"Government http://bastiat.org/en/government.html",,,,403
,"Clive","S.","Lewis","Hardship often prepares an ordinary person for an extraordinary destiny.",,,,,11/29/2016 0:00:00,404
,"Colin",,"Powell","No battle plan survives contact with the enemy.",,,,,12/5/2016 0:00:00,405
,"Oprah",,"Winfrey","Passion is energy. Feel the power that comes from focusing on what excites you.",,"Bloomberg QoD 3-18-2014",,,,406
,"Holman (Jr.)","W","Jenkins","The worst kind of cowardly bully is the one who clothes his aggression toward others in sanctimony.",2014,"http://online.wsj.com/news/articles/SB10001424052702304640104579489252865438382",,"""Mozilla Makes the World a Better Place,"" 4-8-2014, viewed on 4-9-2014 at http://online.wsj.com/news/articles/SB10001424052702304640104579489252865438382",,407
,"H","T","Leslie","The game of life is not so much in holding a good hand as playing a poor hand well.",,,,,12/12/2016 0:00:00,408
,"Frédéric",,"Bastiat","There are only two ways of obtaining the means essential to the preservation, the adornment, and the improvement of life: production and plunder... What keeps the social order from improving (at least to the extent to which it is capable of improving) is the constant endeavor of its members to live and to prosper at one another’s expense.",1850,"The Law",,"plunder = redistribution of wealth",3/18/2019 0:00:00,409
,"Larry",,"Ellison","I had all the disadvantages required for success.",,"Bloomberg QoD 5-15-2014",,,,410
,"Hermann",,"Goering","Why of course the people don’t want war. Why should some poor slob on a farm want to risk his life in a war when the best he can get out of it is to come back to his farm in one piece? Naturally, the common people don’t want war; neither in Russia, nor in England, nor for that matter in Germany. That is understood. But, after all, it is the leaders of the country who determine the policy and it is always a simple matter to drag the people along, whether it is a democracy, or a fascist dictatorship, or a parliament, or a communist dictatorship. Voice or no voice, the people can always be brought to the bidding of the leaders. All you have to do is tell them they are being attacked, and denounce the peacemakers for lack of patriotism and exposing the country to danger. It works the same in any country.",,"A selection from the last chapter of Ron Paul’s A Foreign Policy of Freedom.","At the Nuremberg trials after World War II","The quote is chilling and knowing the source makes is scary. The scariest part is that he is apparently right and we are mostly stooges.",4/29/2019 0:00:00,411
,"Steve",,"Jobs","Your time is limited, so don’t waste it living someone else’s life.",,"Bloomberg QoD 6-2-2014",,,,412
,"Oscar",,"Wilde","Everything popular is wrong.",,,,,,413
